,datetime,site,geometry,SWE,SWE_units,MAX AIR TEMP,MAX AIR TEMP_units,PRECIPITATION,PRECIPITATION_units,datasource
2851,1997-10-22 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,50.72,degF,0.0,in,NRCS
2852,1997-10-23 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.0,in,46.58,degF,0.3,in,NRCS
2853,1997-10-24 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.3,in,30.74,degF,0.7,in,NRCS
2854,1997-10-25 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),1.0,in,23.54,degF,0.0,in,NRCS
2855,1997-10-26 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),1.0,in,29.84,degF,0.0,in,NRCS
2856,1997-10-27 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),1.0,in,45.5,degF,0.1,in,NRCS
2857,1997-10-28 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),1.0,in,44.96,degF,0.0,in,NRCS
2858,1997-10-29 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),1.0,in,42.44,degF,0.0,in,NRCS
2859,1997-10-30 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),1.0,in,41.9,degF,0.0,in,NRCS
2860,1997-10-31 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),1.0,in,38.84,degF,0.1,in,NRCS
2861,1997-11-01 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),1.1,in,32.54,degF,0.0,in,NRCS
2862,1997-11-02 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.8,in,36.14,degF,0.0,in,NRCS
2863,1997-11-03 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.8,in,41.54,degF,0.0,in,NRCS
2864,1997-11-04 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.8,in,45.86,degF,0.0,in,NRCS
2865,1997-11-05 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.8,in,47.48,degF,0.0,in,NRCS
2866,1997-11-06 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.8,in,48.74,degF,0.0,in,NRCS
2867,1997-11-07 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.7,in,46.94,degF,0.0,in,NRCS
2868,1997-11-08 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.7,in,40.64,degF,0.2,in,NRCS
2869,1997-11-09 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),0.9,in,31.64,degF,0.2,in,NRCS
2870,1997-11-10 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),1.1,in,24.8,degF,0.3,in,NRCS
2871,1997-11-11 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),1.4,in,31.28,degF,0.5,in,NRCS
2872,1997-11-12 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),1.9,in,28.4,degF,0.0,in,NRCS
2873,1997-11-13 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),1.9,in,26.42,degF,0.1,in,NRCS
2874,1997-11-14 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),2.0,in,21.74,degF,0.1,in,NRCS
2875,1997-11-15 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),2.0,in,18.68,degF,0.0,in,NRCS
2876,1997-11-16 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),2.0,in,23.18,degF,0.4,in,NRCS
2877,1997-11-17 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),2.4,in,24.08,degF,0.0,in,NRCS
2878,1997-11-18 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),2.3,in,23.54,degF,0.0,in,NRCS
2879,1997-11-19 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),2.3,in,34.7,degF,0.1,in,NRCS
2880,1997-11-20 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),2.4,in,27.5,degF,0.3,in,NRCS
2881,1997-11-21 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),2.6,in,19.22,degF,0.1,in,NRCS
2882,1997-11-22 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),2.6,in,26.42,degF,0.0,in,NRCS
2883,1997-11-23 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),2.6,in,35.96,degF,0.2,in,NRCS
2884,1997-11-24 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),2.8,in,39.56,degF,0.0,in,NRCS
2885,1997-11-25 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),2.8,in,35.6,degF,0.0,in,NRCS
2886,1997-11-26 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),2.8,in,28.76,degF,0.9,in,NRCS
2887,1997-11-27 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),3.6,in,28.04,degF,0.1,in,NRCS
2888,1997-11-28 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),3.7,in,33.98,degF,0.0,in,NRCS
2889,1997-11-29 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),3.7,in,28.76,degF,0.1,in,NRCS
2890,1997-11-30 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),3.7,in,34.52,degF,0.0,in,NRCS
2891,1997-12-01 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),3.7,in,25.52,degF,0.0,in,NRCS
2892,1997-12-02 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),3.7,in,28.22,degF,0.1,in,NRCS
2893,1997-12-03 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),3.8,in,18.32,degF,0.0,in,NRCS
2894,1997-12-04 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),3.8,in,30.38,degF,0.0,in,NRCS
2895,1997-12-05 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),3.8,in,33.8,degF,0.0,in,NRCS
2896,1997-12-06 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),3.8,in,35.42,degF,0.1,in,NRCS
2897,1997-12-07 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),3.9,in,25.16,degF,0.3,in,NRCS
2898,1997-12-08 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),4.2,in,25.34,degF,0.3,in,NRCS
2899,1997-12-09 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),4.4,in,18.68,degF,0.0,in,NRCS
2900,1997-12-10 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),4.4,in,,,0.0,in,NRCS
2901,1997-12-11 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),4.4,in,17.42,degF,0.0,in,NRCS
2902,1997-12-12 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),4.4,in,25.88,degF,0.1,in,NRCS
2903,1997-12-13 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),4.5,in,32.72,degF,0.1,in,NRCS
2904,1997-12-14 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),4.6,in,40.82,degF,0.1,in,NRCS
2905,1997-12-15 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),4.7,in,33.08,degF,0.1,in,NRCS
2906,1997-12-16 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),4.8,in,24.8,degF,0.1,in,NRCS
2907,1997-12-17 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),4.9,in,34.34,degF,0.0,in,NRCS
2908,1997-12-18 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),4.9,in,34.34,degF,0.0,in,NRCS
2909,1997-12-19 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),4.9,in,35.78,degF,0.0,in,NRCS
2910,1997-12-20 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),4.9,in,32.72,degF,0.0,in,NRCS
2911,1997-12-21 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),4.9,in,27.5,degF,0.0,in,NRCS
2912,1997-12-22 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),4.9,in,26.24,degF,0.0,in,NRCS
2913,1997-12-23 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),4.9,in,30.74,degF,0.0,in,NRCS
2914,1997-12-24 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),4.9,in,18.5,degF,0.1,in,NRCS
2915,1997-12-25 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),4.9,in,17.6,degF,0.0,in,NRCS
2916,1997-12-26 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),4.9,in,16.7,degF,0.0,in,NRCS
2917,1997-12-27 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),4.9,in,17.42,degF,0.1,in,NRCS
2918,1997-12-28 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),4.9,in,16.34,degF,0.1,in,NRCS
2919,1997-12-29 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),4.9,in,32.18,degF,0.0,in,NRCS
2920,1997-12-30 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),4.9,in,38.84,degF,0.0,in,NRCS
2921,1997-12-31 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),4.9,in,35.42,degF,0.0,in,NRCS
2922,1998-01-01 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),4.9,in,35.06,degF,0.1,in,NRCS
2923,1998-01-02 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),4.9,in,37.94,degF,0.1,in,NRCS
2924,1998-01-03 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),5.0,in,31.1,degF,0.3,in,NRCS
2925,1998-01-04 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),5.3,in,28.58,degF,0.1,in,NRCS
2926,1998-01-05 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),5.4,in,23.0,degF,0.2,in,NRCS
2927,1998-01-06 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),5.6,in,26.96,degF,0.0,in,NRCS
2928,1998-01-07 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),5.6,in,27.14,degF,0.0,in,NRCS
2929,1998-01-08 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),5.6,in,24.08,degF,0.0,in,NRCS
2930,1998-01-09 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),5.6,in,28.58,degF,0.1,in,NRCS
2931,1998-01-10 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),5.7,in,22.82,degF,0.2,in,NRCS
2932,1998-01-11 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),5.9,in,23.54,degF,0.2,in,NRCS
2933,1998-01-12 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),6.1,in,27.5,degF,0.3,in,NRCS
2934,1998-01-13 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),6.4,in,24.8,degF,0.3,in,NRCS
2935,1998-01-14 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),6.7,in,17.24,degF,0.0,in,NRCS
2936,1998-01-15 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),6.7,in,21.92,degF,0.3,in,NRCS
2937,1998-01-16 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),6.9,in,24.08,degF,0.3,in,NRCS
2938,1998-01-17 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),7.2,in,26.06,degF,0.4,in,NRCS
2939,1998-01-18 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),7.6,in,30.74,degF,0.1,in,NRCS
2940,1998-01-19 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),7.6,in,27.86,degF,0.3,in,NRCS
2941,1998-01-20 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),7.9,in,17.42,degF,0.0,in,NRCS
2942,1998-01-21 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),7.9,in,17.42,degF,0.1,in,NRCS
2943,1998-01-22 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),8.0,in,14.72,degF,0.1,in,NRCS
2944,1998-01-23 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),8.0,in,23.9,degF,0.1,in,NRCS
2945,1998-01-24 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),8.1,in,27.32,degF,0.1,in,NRCS
2946,1998-01-25 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),8.1,in,24.62,degF,0.1,in,NRCS
2947,1998-01-26 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),8.2,in,32.72,degF,0.0,in,NRCS
2948,1998-01-27 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),8.2,in,33.62,degF,0.0,in,NRCS
2949,1998-01-28 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),8.2,in,33.8,degF,0.0,in,NRCS
2950,1998-01-29 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),8.2,in,36.68,degF,0.0,in,NRCS
2951,1998-01-30 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),8.2,in,29.12,degF,0.0,in,NRCS
2952,1998-01-31 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),8.2,in,24.8,degF,0.1,in,NRCS
2953,1998-02-01 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),8.3,in,23.18,degF,0.0,in,NRCS
2954,1998-02-02 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),8.3,in,24.8,degF,0.1,in,NRCS
2955,1998-02-03 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),8.4,in,34.52,degF,0.1,in,NRCS
2956,1998-02-04 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),8.4,in,31.82,degF,0.0,in,NRCS
2957,1998-02-05 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),8.4,in,29.66,degF,0.1,in,NRCS
2958,1998-02-06 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),8.5,in,33.44,degF,0.0,in,NRCS
2959,1998-02-07 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),8.5,in,29.12,degF,0.2,in,NRCS
2960,1998-02-08 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),8.7,in,24.08,degF,0.4,in,NRCS
2961,1998-02-09 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),9.1,in,26.96,degF,0.1,in,NRCS
2962,1998-02-10 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),9.2,in,23.54,degF,0.0,in,NRCS
2963,1998-02-11 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),9.2,in,18.68,degF,0.0,in,NRCS
2964,1998-02-12 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),9.2,in,25.52,degF,0.0,in,NRCS
2965,1998-02-13 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),9.2,in,32.0,degF,0.1,in,NRCS
2966,1998-02-14 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),9.2,in,30.56,degF,0.1,in,NRCS
2967,1998-02-15 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),9.3,in,32.0,degF,0.3,in,NRCS
2968,1998-02-16 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),9.6,in,29.12,degF,0.0,in,NRCS
2969,1998-02-17 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),9.6,in,30.92,degF,0.0,in,NRCS
2970,1998-02-18 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),9.6,in,26.96,degF,0.0,in,NRCS
2971,1998-02-19 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),9.6,in,25.88,degF,0.0,in,NRCS
2972,1998-02-20 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),9.6,in,32.54,degF,0.0,in,NRCS
2973,1998-02-21 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),9.6,in,31.1,degF,0.0,in,NRCS
2974,1998-02-22 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),9.6,in,32.72,degF,0.1,in,NRCS
2975,1998-02-23 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),9.7,in,28.22,degF,0.2,in,NRCS
2976,1998-02-24 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),9.9,in,34.34,degF,0.2,in,NRCS
2977,1998-02-25 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),10.1,in,19.58,degF,0.3,in,NRCS
2978,1998-02-26 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),10.4,in,16.88,degF,0.0,in,NRCS
2979,1998-02-27 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),10.4,in,12.2,degF,0.0,in,NRCS
2980,1998-02-28 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),10.4,in,18.14,degF,0.0,in,NRCS
2981,1998-03-01 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),10.4,in,22.64,degF,0.1,in,NRCS
2982,1998-03-02 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),10.5,in,28.58,degF,0.0,in,NRCS
2983,1998-03-03 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),10.5,in,36.68,degF,0.3,in,NRCS
2984,1998-03-04 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),10.7,in,26.06,degF,0.2,in,NRCS
2985,1998-03-05 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),10.9,in,29.3,degF,0.1,in,NRCS
2986,1998-03-06 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),11.0,in,32.54,degF,0.4,in,NRCS
2987,1998-03-07 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),11.3,in,22.1,degF,0.2,in,NRCS
2988,1998-03-08 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),11.5,in,30.74,degF,0.1,in,NRCS
2989,1998-03-09 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),11.5,in,28.76,degF,0.0,in,NRCS
2990,1998-03-10 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),11.5,in,32.9,degF,0.0,in,NRCS
2991,1998-03-11 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),11.5,in,37.04,degF,0.0,in,NRCS
2992,1998-03-12 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),11.5,in,38.48,degF,0.1,in,NRCS
2993,1998-03-13 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),11.5,in,48.56,degF,0.1,in,NRCS
2994,1998-03-14 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),11.6,in,51.8,degF,0.1,in,NRCS
2995,1998-03-15 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),11.6,in,52.52,degF,0.0,in,NRCS
2996,1998-03-16 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),11.6,in,50.9,degF,0.0,in,NRCS
2997,1998-03-17 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),11.6,in,42.44,degF,0.0,in,NRCS
2998,1998-03-18 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),11.6,in,23.54,degF,0.5,in,NRCS
2999,1998-03-19 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),12.1,in,32.36,degF,0.1,in,NRCS
3000,1998-03-20 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),12.1,in,46.22,degF,0.0,in,NRCS
3001,1998-03-21 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),12.1,in,,,0.1,in,NRCS
3002,1998-03-22 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),12.1,in,52.88,degF,0.0,in,NRCS
3003,1998-03-23 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),12.1,in,50.36,degF,0.0,in,NRCS
3004,1998-03-24 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),12.1,in,56.84,degF,0.1,in,NRCS
3005,1998-03-25 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),12.1,in,53.78,degF,0.0,in,NRCS
3006,1998-03-26 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),12.1,in,44.78,degF,0.3,in,NRCS
3007,1998-03-27 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),12.1,in,38.12,degF,0.1,in,NRCS
3008,1998-03-28 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),12.1,in,34.16,degF,0.2,in,NRCS
3009,1998-03-29 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),12.1,in,29.12,degF,0.0,in,NRCS
3010,1998-03-30 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),12.1,in,35.24,degF,0.1,in,NRCS
3011,1998-03-31 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),12.1,in,32.18,degF,0.1,in,NRCS
3012,1998-04-01 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),12.2,in,49.82,degF,0.2,in,NRCS
3013,1998-04-02 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),12.2,in,27.32,degF,0.1,in,NRCS
3014,1998-04-03 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),12.3,in,43.52,degF,0.2,in,NRCS
3015,1998-04-04 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),12.4,in,45.68,degF,0.1,in,NRCS
3016,1998-04-05 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),12.5,in,45.5,degF,0.0,in,NRCS
3017,1998-04-06 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),12.5,in,37.04,degF,0.3,in,NRCS
3018,1998-04-07 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),12.8,in,33.44,degF,0.3,in,NRCS
3019,1998-04-08 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),13.1,in,37.76,degF,0.0,in,NRCS
3020,1998-04-09 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),13.1,in,36.68,degF,0.0,in,NRCS
3021,1998-04-10 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),13.1,in,52.16,degF,0.1,in,NRCS
3022,1998-04-11 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),13.2,in,55.76,degF,0.0,in,NRCS
3023,1998-04-12 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),13.2,in,39.2,degF,0.3,in,NRCS
3024,1998-04-13 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),13.5,in,40.64,degF,0.3,in,NRCS
3025,1998-04-14 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),13.8,in,41.9,degF,0.1,in,NRCS
3026,1998-04-15 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),13.9,in,38.48,degF,0.2,in,NRCS
3027,1998-04-16 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),14.1,in,26.06,degF,0.4,in,NRCS
3028,1998-04-17 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),14.5,in,40.28,degF,0.2,in,NRCS
3029,1998-04-18 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),14.6,in,42.62,degF,0.2,in,NRCS
3030,1998-04-19 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),14.8,in,42.44,degF,0.0,in,NRCS
3031,1998-04-20 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),14.6,in,43.7,degF,0.0,in,NRCS
3032,1998-04-21 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),14.6,in,51.26,degF,0.1,in,NRCS
3033,1998-04-22 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),14.4,in,58.46,degF,0.0,in,NRCS
3034,1998-04-23 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),14.2,in,59.54,degF,0.0,in,NRCS
3035,1998-04-24 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),13.8,in,51.08,degF,0.2,in,NRCS
3036,1998-04-25 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),13.8,in,45.86,degF,0.3,in,NRCS
3037,1998-04-26 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),13.9,in,37.04,degF,0.0,in,NRCS
3038,1998-04-27 08:00:00+00:00,380:CO:SNTL,POINT Z (-106.95327 38.89435 10190),13.9,in,52.7,degF,0.1,in,NRCS
