datetime,geometry,PRECIPITATION,PRECIPITATION_units,AVG AIR TEMP,AVG AIR TEMP_units,SWE,SWE_units,SNOWDEPTH,SNOWDEPTH_units,datasource
2023-05-26 08:00:00+00:00,POINT Z (-107.04933 39.01467 10640),0.0,in,5.899999999999999,degF,77.724,in,152.4,in,NRCS
2023-05-27 08:00:00+00:00,POINT Z (-107.04933 39.01467 10640),0.0,in,4.400000000000001,degF,74.676,in,147.32,in,NRCS
2023-05-28 08:00:00+00:00,POINT Z (-107.04933 39.01467 10640),0.0,in,5.0,degF,72.39,in,139.7,in,NRCS
2023-05-29 08:00:00+00:00,POINT Z (-107.04933 39.01467 10640),0.0,in,6.800000000000001,degF,68.834,in,134.62,in,NRCS
2023-05-30 08:00:00+00:00,POINT Z (-107.04933 39.01467 10640),0.0,in,5.799999999999999,degF,64.51599999999999,in,132.08,in,NRCS
2023-05-31 08:00:00+00:00,POINT Z (-107.04933 39.01467 10640),0.508,in,4.400000000000001,degF,62.230000000000004,in,127.0,in,NRCS
2023-06-01 08:00:00+00:00,POINT Z (-107.04933 39.01467 10640),0.254,in,2.7999999999999994,degF,59.436,in,124.46000000000001,in,NRCS
2023-06-02 08:00:00+00:00,POINT Z (-107.04933 39.01467 10640),1.016,in,0.39999999999999936,degF,57.404,in,119.38,in,NRCS
2023-06-03 08:00:00+00:00,POINT Z (-107.04933 39.01467 10640),0.0,in,3.199999999999999,degF,57.912000000000006,in,119.38,in,NRCS
2023-06-04 08:00:00+00:00,POINT Z (-107.04933 39.01467 10640),0.0,in,4.800000000000001,degF,56.642,in,114.3,in,NRCS
2023-06-05 08:00:00+00:00,POINT Z (-107.04933 39.01467 10640),0.0,in,6.800000000000001,degF,54.355999999999995,in,106.68,in,NRCS
2023-06-06 08:00:00+00:00,POINT Z (-107.04933 39.01467 10640),0.0,in,6.500000000000002,degF,50.8,in,99.06,in,NRCS
2023-06-07 08:00:00+00:00,POINT Z (-107.04933 39.01467 10640),0.0,in,4.9,degF,48.006,in,96.52,in,NRCS
2023-06-08 08:00:00+00:00,POINT Z (-107.04933 39.01467 10640),0.0,in,5.799999999999999,degF,45.212,in,88.9,in,NRCS
2023-06-09 08:00:00+00:00,POINT Z (-107.04933 39.01467 10640),0.0,in,5.599999999999999,degF,42.164,in,86.36,in,NRCS
2023-06-10 08:00:00+00:00,POINT Z (-107.04933 39.01467 10640),0.0,in,6.500000000000002,degF,40.386,in,78.74,in,NRCS
2023-06-11 08:00:00+00:00,POINT Z (-107.04933 39.01467 10640),0.0,in,6.199999999999998,degF,36.576,in,73.66,in,NRCS
2023-06-12 08:00:00+00:00,POINT Z (-107.04933 39.01467 10640),0.254,in,3.699999999999998,degF,34.29,in,71.12,in,NRCS
2023-06-13 08:00:00+00:00,POINT Z (-107.04933 39.01467 10640),0.0,in,3.3999999999999986,degF,32.512,in,63.5,in,NRCS
2023-06-14 08:00:00+00:00,POINT Z (-107.04933 39.01467 10640),0.508,in,5.0,degF,29.972,in,60.96,in,NRCS
2023-06-15 08:00:00+00:00,POINT Z (-107.04933 39.01467 10640),0.762,in,4.200000000000001,degF,27.177999999999997,in,58.42,in,NRCS
2023-06-16 08:00:00+00:00,POINT Z (-107.04933 39.01467 10640),0.508,in,3.199999999999999,degF,24.384,in,53.34,in,NRCS
2023-06-17 08:00:00+00:00,POINT Z (-107.04933 39.01467 10640),1.016,in,2.1000000000000005,degF,21.843999999999998,in,38.1,in,NRCS
2023-06-18 08:00:00+00:00,POINT Z (-107.04933 39.01467 10640),0.0,in,8.0,degF,22.606,in,43.18,in,NRCS
2023-06-19 08:00:00+00:00,POINT Z (-107.04933 39.01467 10640),0.0,in,9.5,degF,18.796000000000003,in,38.1,in,NRCS
